Epoch,Good_layer,Ditch,Crater,Waves
10,87.8,95.67,88.58,98.82
20,94.49,96.46,91.34,100.0
30,90.16,96.06,91.34,99.61
40,90.94,94.88,91.34,99.61
50,90.94,94.09,92.52,98.82
60,90.94,94.88,90.16,99.61
70,92.13,94.49,91.73,99.61
80,91.73,94.49,92.13,99.61
90,90.16,94.09,91.34,99.61
100,90.55,96.85,91.34,99.21
110,88.58,92.91,89.37,99.61
120,89.37,92.13,89.37,100.0
130,89.76,94.09,90.55,99.21
140,91.34,95.28,91.73,99.21
150,90.16,94.09,91.34,99.21
