Epoch,Good_layer,Ditch,Crater,Waves
10,86.61,94.09,85.83,99.61
20,89.76,94.49,89.37,99.61
30,90.16,95.28,92.52,99.21
40,88.98,94.09,92.91,99.61
50,91.34,92.91,90.94,99.61
60,88.98,92.91,91.34,99.61
70,89.37,94.09,90.16,99.61
80,89.37,94.09,90.55,99.21
90,90.55,95.28,90.94,99.61
100,90.55,94.49,91.73,99.21
110,91.73,94.88,92.13,99.21
120,90.94,94.49,91.34,99.61
130,90.94,95.67,90.55,99.61
140,90.55,93.7,90.94,100.0
150,88.98,92.13,89.76,99.61
