Epoch,Good_layer,Ditch,Crater,Waves
10,85.83,92.13,91.34,97.24
20,88.98,94.09,91.34,99.61
30,90.55,96.46,91.73,100.0
40,86.22,86.61,90.55,100.0
50,90.55,93.31,92.13,100.0
60,91.34,94.49,93.31,100.0
70,88.58,93.7,91.73,99.61
80,88.58,94.49,92.13,99.61
90,90.16,94.49,92.52,100.0
100,88.19,93.31,90.55,100.0
110,90.55,95.67,91.73,100.0
120,89.37,93.7,92.13,99.61
130,90.55,94.88,92.52,100.0
140,88.19,93.31,91.34,100.0
150,87.4,94.09,90.94,99.61
