Epoch,Good_layer,Ditch,Crater,Waves
10,81.5,83.86,83.07,99.61
20,85.04,86.22,86.61,100.0
30,76.38,90.94,84.65,100.0
40,85.83,94.09,88.58,100.0
50,86.61,94.49,88.58,100.0
60,87.01,94.09,88.58,100.0
70,86.61,94.09,88.98,100.0
80,87.8,94.09,89.37,100.0
90,87.4,94.49,88.58,100.0
100,87.4,94.09,88.98,100.0
110,87.8,94.49,89.37,100.0
120,87.8,94.09,88.98,100.0
130,87.8,94.09,88.98,100.0
140,85.43,93.7,88.98,100.0
150,86.61,94.09,88.98,100.0
