Epoch,Good_layer,Ditch,Crater,Waves
10,89.37,96.06,91.34,97.64
20,92.52,93.31,90.94,99.21
30,89.76,96.46,88.19,98.43
40,91.34,97.24,92.13,99.61
50,89.76,95.67,90.94,99.61
60,90.55,96.06,90.16,99.61
70,89.37,96.06,90.55,99.61
80,90.55,94.88,91.73,99.21
90,89.37,96.06,89.76,100.0
100,91.34,94.88,91.34,100.0
110,88.19,96.06,88.98,99.61
120,90.16,95.67,89.76,100.0
130,88.58,94.88,90.16,100.0
140,92.13,95.67,90.55,100.0
150,88.58,95.67,90.55,99.61
