Epoch,Good_layer,Ditch,Crater,Waves
10,87.4,92.91,85.04,100.0
20,90.94,96.06,92.91,100.0
30,88.98,95.67,91.73,98.82
40,88.98,94.88,89.76,99.61
50,91.73,93.7,92.52,100.0
60,92.52,96.46,93.7,99.21
70,90.94,94.49,90.55,100.0
80,89.76,94.88,90.94,99.61
90,91.73,95.67,91.73,99.61
100,88.58,96.06,90.16,100.0
110,91.34,96.46,92.52,99.21
120,91.34,94.49,90.55,100.0
130,90.55,92.52,92.13,99.21
140,90.94,95.28,91.73,100.0
150,89.76,94.88,91.73,99.61
