Epoch,Good_layer,Ditch,Crater,Waves
10,90.55,96.06,89.76,100.0
20,89.76,92.91,92.52,99.61
30,91.73,96.46,90.94,99.61
40,91.73,94.49,92.13,99.61
50,88.98,92.91,90.55,100.0
60,92.13,95.28,90.55,100.0
70,90.55,94.09,92.13,99.61
80,92.13,93.31,91.73,100.0
90,90.94,94.49,94.88,99.61
100,88.98,94.09,89.37,100.0
110,92.13,95.28,92.52,99.21
120,90.94,94.49,92.52,100.0
130,92.13,95.67,92.91,99.61
140,90.55,93.7,90.94,99.61
150,89.37,94.49,92.91,100.0
