Epoch,Good_layer,Ditch,Crater,Waves
10,84.65,80.31,83.07,100.0
20,86.61,87.4,88.98,98.43
30,87.01,94.88,90.94,98.43
40,90.16,92.13,90.94,99.21
50,90.16,95.28,91.34,98.43
60,90.55,93.7,90.16,98.82
70,88.98,92.91,89.37,98.82
80,88.98,93.31,88.58,98.82
90,89.76,92.91,91.34,99.21
100,88.19,93.7,90.16,98.82
110,91.34,93.31,89.76,100.0
120,90.94,95.28,89.37,99.61
130,89.76,92.91,91.73,99.61
140,90.16,94.88,91.34,98.82
150,91.34,92.52,93.31,100.0
