Epoch,Good_layer,Ditch,Crater,Waves
10,83.86,93.31,86.61,98.82
20,88.19,94.09,87.4,100.0
30,89.37,95.28,88.98,99.61
40,87.8,92.91,88.98,100.0
50,91.34,95.28,90.94,100.0
60,89.76,94.88,90.55,100.0
70,89.37,95.28,90.94,100.0
80,89.76,95.28,91.34,100.0
90,90.16,95.28,90.55,100.0
100,89.76,95.67,91.73,100.0
110,90.16,94.49,90.16,100.0
120,89.76,94.49,90.94,100.0
130,90.55,93.7,90.94,100.0
140,90.16,94.09,91.34,100.0
150,89.76,95.67,91.34,100.0
