Epoch,Good_layer,Ditch,Crater,Waves
10,85.04,94.88,82.68,100.0
20,87.8,96.06,88.19,100.0
30,86.61,94.09,88.19,99.61
40,86.22,93.31,90.94,100.0
50,87.8,93.31,90.94,100.0
60,89.37,95.28,88.98,100.0
70,88.58,94.49,90.55,100.0
80,89.76,94.88,90.94,100.0
90,88.58,94.49,90.16,100.0
100,89.37,92.52,91.34,100.0
110,88.98,94.88,89.76,100.0
120,88.58,93.7,90.16,100.0
130,88.58,95.28,90.16,100.0
140,88.98,94.88,90.16,100.0
150,88.58,94.09,90.55,100.0
