Epoch,Good_layer,Ditch,Crater,Waves
10,51.18,92.91,71.65,20.47
20,51.18,92.91,81.5,24.8
30,51.18,93.31,71.26,16.54
40,78.74,93.7,80.31,100.0
50,87.8,92.52,89.76,100.0
60,89.76,95.28,91.73,100.0
70,88.58,92.91,90.55,100.0
80,89.37,94.49,90.94,100.0
90,88.98,93.31,91.34,99.61
100,88.58,93.31,90.55,100.0
110,88.98,93.31,91.73,100.0
120,89.76,92.91,90.55,100.0
130,88.98,92.91,91.34,100.0
140,89.37,92.91,91.73,100.0
150,89.37,92.91,90.55,100.0
