Epoch,Good_layer,Ditch,Crater,Waves
10,51.57,85.04,75.2,35.43
20,52.36,49.61,85.43,94.49
30,51.18,53.94,83.86,75.2
40,71.26,96.46,87.4,99.61
50,84.25,86.22,88.58,99.21
60,89.37,93.7,90.94,100.0
70,88.19,95.28,91.73,100.0
80,88.58,94.09,92.13,100.0
90,88.19,92.91,92.13,100.0
100,89.37,95.28,91.73,100.0
110,88.58,92.91,91.34,100.0
120,88.58,93.31,91.73,100.0
130,88.19,93.7,91.73,100.0
140,88.58,93.31,91.34,100.0
150,88.58,93.7,92.13,100.0
