Epoch,Good_layer,Ditch,Crater,Waves
10,85.43,92.52,88.98,100.0
20,83.86,86.22,90.94,99.21
30,91.34,93.31,90.55,99.21
40,90.16,93.7,92.13,100.0
50,88.58,94.09,91.73,99.61
60,90.16,96.46,91.34,100.0
70,89.37,94.49,89.37,99.61
80,90.55,93.7,90.55,100.0
90,90.55,93.7,90.16,99.21
100,88.98,92.91,87.8,99.61
110,88.19,94.49,88.19,100.0
120,88.98,94.49,90.16,99.61
130,89.76,92.52,88.98,99.21
140,89.37,92.91,89.76,99.21
150,88.19,93.7,89.37,99.21
