Epoch,Good_layer,Ditch,Crater,Waves
10,51.18,92.13,77.95,24.41
20,51.18,95.28,48.82,88.98
30,83.86,94.09,85.04,94.88
40,70.47,58.66,85.43,99.61
50,89.37,94.88,91.34,99.61
60,88.58,92.52,90.55,99.61
70,88.19,93.7,90.55,100.0
80,88.98,94.09,91.34,100.0
90,88.98,93.7,91.34,100.0
100,89.37,94.49,91.73,100.0
110,88.98,93.7,90.94,100.0
120,88.98,93.7,91.73,100.0
130,89.37,93.7,92.52,100.0
140,90.16,93.7,92.52,100.0
150,88.98,94.09,92.91,100.0
