Epoch,Training Loss,Training Accuracy,Validation Accuracy,Validation Loss
1,0.33501421354520017,61.39646869983949,,
2,0.19906860494460815,78.93258426966293,,
3,0.18768224416252893,78.85232744783308,,
4,0.16716987162064284,81.2199036918138,,
5,0.15806806832551956,82.02247191011236,,
6,0.15308588991562525,83.14606741573034,,
7,0.14343671663067278,84.51043338683787,,
8,0.13739829959395605,84.63081861958266,,
9,0.13356882902101064,84.71107544141252,,
10,0.1274739183867589,85.67415730337079,,
10,0.1274739183867589,85.67415730337079,71.25984251968504,0.23410292621701956
11,0.11799925307814892,86.8378812199037,,
12,0.11237039923285827,87.1589085072231,,
13,0.10342420353434789,88.92455858747994,,
14,0.09881195375839105,88.96468699839485,,
15,0.09282813913738117,89.32584269662921,,
16,0.09512388171293797,89.36597110754414,,
17,0.09054085550208886,89.48635634028892,,
18,0.08778195293285908,90.4494382022472,,
19,0.09611575935895626,90.00802568218299,,
20,0.08593918052382576,90.56982343499197,,
20,0.08593918052382576,90.56982343499197,59.055118110236215,0.3877382129430771
21,0.0758190969339548,91.41252006420547,,
22,0.07721643319401221,91.89406099518459,,
23,0.07013131159906968,92.1749598715891,,
24,0.06695412666512987,92.37560192616372,,
25,0.07132559538317415,92.776886035313,,
26,0.06505569970856111,92.89727126805778,,
27,0.06762502694693513,92.97752808988764,,
28,0.05775189976422833,94.10112359550563,,
29,0.06404794439768945,93.61958266452648,,
30,0.06057079698747167,93.37881219903691,,
30,0.06057079698747167,93.37881219903691,84.64566929133859,0.15774808451533318
31,0.05469950401964478,94.5024077046549,,
32,0.049664286168244406,95.14446227929373,,
33,0.04535090560332323,94.90369181380417,,
34,0.05002247699751304,94.82343499197432,,
35,0.045342774058763795,95.70626003210273,,
36,0.04047359033034016,95.54574638844302,,
37,0.05169079621107532,94.78330658105939,,
38,0.036844513999919094,96.30818619582665,,
39,0.0385755824092298,96.22792937399679,,
40,0.0385253810389445,96.26805778491172,,
40,0.0385253810389445,96.26805778491172,79.13385826771653,0.2269983422011137
41,0.031700346839781374,96.8298555377207,,
42,0.033030480140438065,96.669341894061,,
43,0.02596447458013128,97.59229534510433,,
44,0.029014446136828225,97.27126805778491,,
45,0.02924837039497036,97.07062600321026,,
46,0.024879818003123198,97.71268057784911,,
47,0.02776602930866946,97.47191011235955,,
48,0.026032122460981973,97.51203852327448,,
49,0.02465240265099475,97.51203852327448,,
50,0.028681974329699118,97.1107544141252,,
50,0.028681974329699118,97.1107544141252,83.07086614173228,0.205111276358366
51,0.021254514033595722,97.9935794542536,,
52,0.022727552556599945,97.6725521669342,,
53,0.022397031944889862,97.71268057784911,,
54,0.023375586120005794,97.55216693418942,,
55,0.02118224365553126,97.79293739967898,,
56,0.01966000889810041,98.35473515248796,,
57,0.021136871389805887,98.11396468699839,,
58,0.02465733249958318,97.79293739967898,,
59,0.020363847960909016,97.91332263242376,,
60,0.01850846094580797,98.19422150882825,,
60,0.01850846094580797,98.19422150882825,85.8267716535433,0.16853534895926714
61,0.020381379544209592,98.23434991974318,,
62,0.016827447017511495,98.59550561797754,,
63,0.021042084443765,98.35473515248796,,
64,0.01849098108971539,98.23434991974318,,
65,0.018922697164667532,98.31460674157303,,
66,0.015877008223189756,98.31460674157303,,
67,0.018953330582007766,98.31460674157303,,
68,0.014782513035103105,98.5553772070626,,
69,0.017064260927816995,98.59550561797754,,
70,0.015705016749099087,98.91653290529695,,
70,0.015705016749099087,98.91653290529695,83.46456692913385,0.2158636637032032
71,0.015667990021682225,98.5553772070626,,
72,0.01379542003493183,98.91653290529695,,
73,0.01438764580943359,98.91653290529695,,
74,0.021418885312950574,98.59550561797754,,
75,0.016566330790877916,98.47512038523274,,
76,0.015468040376734465,98.87640449438202,,
77,0.018087978582256116,98.43499197431782,,
78,0.015357344966525069,98.75601926163723,,
79,0.01296056503465829,98.87640449438202,,
80,0.013449396173923444,98.5553772070626,,
80,0.013449396173923444,98.5553772070626,82.28346456692913,0.23630505427718163
