Epoch,Good_layer,Ditch,Crater,Waves
10,84.65,86.61,89.37,96.46
20,84.25,68.9,85.83,99.21
30,90.94,96.06,89.37,99.21
40,87.01,88.19,90.55,100.0
50,88.98,93.31,89.76,99.61
60,90.94,95.28,90.16,100.0
70,87.8,94.09,88.98,99.61
80,88.58,93.7,88.19,100.0
90,90.16,94.49,89.76,99.61
100,92.13,96.46,91.73,100.0
110,89.76,93.7,90.94,99.21
120,91.73,95.67,91.73,100.0
130,90.16,95.28,91.34,100.0
140,88.98,94.09,89.37,100.0
150,90.94,95.67,90.55,99.61
