Epoch,Good_layer,Ditch,Crater,Waves
10,83.46,93.31,91.73,92.91
20,90.16,95.28,88.19,99.61
30,88.58,93.7,92.13,98.43
40,90.94,96.06,91.34,99.21
50,87.01,92.52,90.16,100.0
60,90.55,95.67,91.73,99.21
70,89.37,93.31,91.34,100.0
80,90.55,94.88,90.94,99.21
90,88.19,92.91,89.37,99.21
100,88.98,94.88,88.58,99.61
110,89.37,94.49,90.55,99.61
120,93.7,94.88,91.73,100.0
130,88.98,93.7,88.98,99.61
140,90.55,94.88,92.13,100.0
150,88.58,93.31,90.55,100.0
