Epoch,Good_layer,Ditch,Crater,Waves
10,85.43,95.67,85.43,98.43
20,84.65,95.28,84.65,99.21
30,88.58,91.73,89.76,96.46
40,92.13,94.88,91.34,99.21
50,89.76,95.28,91.34,99.61
60,89.76,94.88,91.34,99.21
70,87.01,92.91,89.76,99.21
80,87.4,92.91,89.76,99.21
90,90.55,95.28,91.34,98.82
100,89.37,93.7,91.73,99.61
110,88.98,94.88,90.94,99.61
120,89.76,94.09,92.13,99.61
130,89.37,94.09,91.34,100.0
140,90.55,93.7,94.49,99.21
150,89.37,95.28,91.73,100.0
