Epoch,Good_layer,Ditch,Crater,Waves
10,83.07,83.46,88.98,99.21
20,89.76,90.55,91.73,99.61
30,90.94,92.52,89.37,99.21
40,88.98,93.31,91.34,100.0
50,92.52,96.46,92.13,100.0
60,90.55,95.67,92.13,99.21
70,92.13,95.67,92.91,100.0
80,93.31,95.28,94.09,100.0
90,89.76,96.46,89.37,100.0
100,88.19,94.49,90.16,100.0
110,93.7,94.49,90.94,100.0
120,92.52,96.46,91.73,100.0
130,93.31,96.06,94.49,99.61
140,90.55,97.24,92.13,98.82
150,92.13,96.06,92.91,100.0
