Epoch,Good_layer,Ditch,Crater,Waves
10,79.53,87.01,87.01,99.61
20,88.19,90.55,89.76,99.61
30,87.4,94.09,90.16,98.43
40,90.16,92.91,90.55,99.61
50,88.98,93.7,88.19,99.21
60,88.19,93.7,90.16,99.61
70,88.19,93.7,87.01,99.21
80,89.37,93.7,88.98,100.0
90,89.76,94.88,87.8,99.21
100,88.19,94.49,89.76,99.21
110,90.16,92.13,89.76,100.0
120,89.37,92.52,88.98,99.61
130,90.16,95.28,90.16,100.0
140,88.98,95.28,87.01,99.61
150,90.16,96.06,90.94,99.21
