Epoch,Good_layer,Ditch,Crater,Waves
10,69.29,59.06,87.01,99.21
20,89.37,96.46,87.4,99.21
30,88.98,94.88,90.94,100.0
40,89.37,95.67,90.55,100.0
50,88.98,94.49,90.55,99.21
60,90.16,96.46,91.73,99.21
70,90.55,94.88,90.94,100.0
80,89.37,95.28,91.34,100.0
90,89.37,94.88,91.73,100.0
100,89.76,94.88,91.73,100.0
110,89.76,94.09,93.31,100.0
120,89.37,95.67,92.91,99.61
130,87.8,94.49,89.76,99.61
140,89.76,94.49,91.34,99.61
150,89.37,95.28,92.13,99.21
