Epoch,Good_layer,Ditch,Crater,Waves
10,88.58,95.67,87.01,99.61
20,88.98,96.46,89.37,99.61
30,85.43,82.68,86.22,99.61
40,89.76,95.67,91.34,100.0
50,90.16,94.09,90.55,100.0
60,89.76,94.09,90.16,100.0
70,90.55,94.49,90.94,100.0
80,90.16,94.09,91.34,100.0
90,90.16,94.09,91.34,100.0
100,89.37,94.49,90.55,100.0
110,89.76,94.09,90.94,100.0
120,89.37,93.7,91.34,100.0
130,90.55,94.09,91.34,100.0
140,90.55,94.49,90.94,100.0
150,89.76,93.7,91.34,100.0
