Epoch,Good_layer,Ditch,Crater,Waves
10,81.89,90.94,81.5,97.64
20,87.01,94.09,88.19,99.21
30,83.07,94.88,83.86,100.0
40,88.19,96.46,89.37,100.0
50,88.58,91.34,88.98,100.0
60,88.58,93.31,88.98,100.0
70,88.58,93.31,90.16,100.0
80,88.98,94.09,89.37,100.0
90,88.19,93.31,89.37,100.0
100,88.19,93.7,89.76,100.0
110,88.19,93.31,89.76,100.0
120,89.37,94.09,89.76,100.0
130,88.58,92.91,90.55,100.0
140,88.58,95.28,90.16,100.0
150,88.58,94.49,89.76,100.0
