Epoch,Good_layer,Ditch,Crater,Waves
10,54.72,26.38,85.43,99.21
20,87.4,96.06,90.55,100.0
30,81.1,85.83,91.34,100.0
40,91.34,93.7,90.55,100.0
50,90.55,94.49,90.16,99.61
60,88.58,93.7,91.73,98.82
70,89.37,94.49,91.34,99.61
80,90.94,95.28,90.16,99.21
90,89.37,94.88,90.55,99.21
100,87.8,94.09,89.76,99.21
110,90.16,93.31,90.55,99.61
120,89.37,94.88,90.55,99.61
130,88.98,95.28,87.8,99.61
140,88.19,94.49,88.58,99.61
150,88.58,94.49,89.76,100.0
