Epoch,Good_layer,Ditch,Crater,Waves
10,85.83,91.73,88.58,97.64
20,87.8,92.91,87.4,99.61
30,85.83,92.13,86.22,98.82
40,90.94,93.31,90.94,98.43
50,88.98,94.49,88.58,98.82
60,91.34,92.13,92.91,99.61
70,88.98,92.52,89.37,99.21
80,88.19,90.55,90.55,99.61
90,91.73,94.09,91.34,99.21
100,88.98,94.49,90.94,99.21
110,88.19,94.09,90.16,98.82
120,90.16,94.09,89.37,99.21
130,88.98,93.31,90.94,99.21
140,91.34,94.49,90.16,99.61
150,88.19,94.49,89.76,99.21
