Epoch,Good_layer,Ditch,Crater,Waves
10,88.58,94.09,88.58,98.43
20,51.18,93.7,63.39,9.06
30,88.98,92.52,88.98,96.46
40,87.01,94.88,88.58,99.61
50,81.89,94.09,81.5,100.0
60,87.01,93.7,88.19,100.0
70,89.76,92.91,91.73,99.61
80,88.98,92.13,90.94,100.0
90,87.8,92.91,90.55,100.0
100,88.98,93.31,91.34,100.0
110,87.8,92.91,90.94,100.0
120,87.4,92.52,90.55,100.0
130,88.19,92.91,90.55,100.0
140,87.8,92.91,90.94,100.0
150,87.8,92.91,90.94,100.0
