Epoch,Good_layer,Ditch,Crater,Waves
10,51.18,92.13,62.99,8.66
20,51.18,7.87,70.08,92.91
30,88.58,95.28,86.61,98.82
40,66.54,96.85,92.13,84.25
50,89.76,92.91,91.34,99.61
60,90.16,92.13,92.13,100.0
70,89.37,94.09,91.34,99.61
80,89.76,94.09,90.94,99.61
90,89.37,93.31,89.76,99.61
100,88.98,93.7,90.55,100.0
110,89.37,93.31,92.13,99.61
120,89.37,93.7,90.55,99.61
130,89.76,93.7,90.55,99.61
140,90.16,93.7,90.55,99.61
150,89.37,93.31,92.13,99.61
