Epoch,Good_layer,Ditch,Crater,Waves
10,88.58,96.46,90.55,99.61
20,86.61,93.31,91.73,96.85
30,87.8,94.49,87.4,100.0
40,88.98,94.88,90.55,100.0
50,90.55,96.46,89.76,99.61
60,89.76,95.67,90.16,100.0
70,89.76,94.88,89.37,100.0
80,90.94,95.67,90.55,99.61
90,90.94,95.67,91.34,100.0
100,90.55,95.67,91.73,99.61
110,88.19,96.46,88.58,100.0
120,88.98,95.28,89.37,100.0
130,88.58,96.06,89.76,99.61
140,90.16,96.06,90.16,99.61
150,89.76,95.28,90.16,99.61
