Epoch,Good_layer,Ditch,Crater,Waves
10,85.04,94.49,86.61,98.43
20,83.46,90.16,88.58,99.21
30,85.83,90.55,89.76,98.43
40,88.19,93.31,90.55,99.61
50,88.98,93.31,91.34,98.82
60,89.37,91.73,89.76,99.21
70,90.16,94.49,89.76,98.43
80,89.37,93.7,89.76,99.21
90,91.34,92.91,90.94,100.0
100,87.4,93.31,89.37,99.21
110,90.16,91.73,88.98,99.21
120,88.19,92.91,90.94,99.61
130,89.37,94.49,90.55,98.82
140,87.8,90.94,88.98,98.03
150,90.16,92.52,89.76,99.61
