Epoch,Good_layer,Ditch,Crater,Waves
10,87.4,81.5,88.98,100.0
20,88.98,95.28,90.16,99.61
30,89.76,92.52,88.98,99.21
40,90.16,93.7,90.16,99.61
50,90.55,93.31,90.16,99.21
60,89.76,94.09,92.52,99.61
70,89.37,93.31,89.76,99.61
80,88.19,92.52,91.34,100.0
90,88.98,94.09,90.94,99.21
100,89.37,91.73,88.98,99.21
110,89.37,94.88,88.58,100.0
120,88.19,94.49,87.8,99.61
130,87.4,94.09,89.37,99.61
140,90.55,94.09,92.52,99.21
150,89.76,92.91,87.4,99.61
