Epoch,Good_layer,Ditch,Crater,Waves
10,88.98,93.31,89.37,97.24
20,87.01,92.91,89.37,99.61
30,92.52,95.67,90.16,100.0
40,89.37,95.67,90.94,100.0
50,89.76,96.85,91.34,99.61
60,88.19,90.55,90.55,98.82
70,91.73,93.7,91.34,99.61
80,90.55,94.88,90.94,99.61
90,89.37,94.88,88.98,99.21
100,87.8,93.31,89.37,99.21
110,88.98,92.13,90.55,99.21
120,89.37,94.09,91.73,100.0
130,88.98,92.13,92.52,98.82
140,90.94,94.49,91.73,100.0
150,92.52,94.88,90.55,98.82
