Epoch,Good_layer,Ditch,Crater,Waves
10,84.65,88.19,83.07,100.0
20,87.4,90.16,87.4,99.21
30,87.8,96.06,88.19,99.61
40,88.58,95.28,88.98,100.0
50,86.22,92.91,87.4,100.0
60,88.58,94.49,89.76,100.0
70,88.58,94.49,89.37,100.0
80,88.98,94.09,88.98,100.0
90,87.4,94.09,88.19,100.0
100,88.58,94.09,89.37,100.0
110,88.58,94.88,88.58,100.0
120,87.8,93.31,88.19,100.0
130,88.58,94.09,89.37,100.0
140,88.19,94.09,88.58,100.0
150,87.4,93.7,88.19,100.0
