Epoch,Good_layer,Ditch,Crater,Waves
10,84.25,88.98,90.55,99.61
20,89.37,94.88,89.76,98.82
30,86.61,92.91,90.94,99.61
40,90.16,95.67,90.16,98.43
50,90.55,93.7,91.73,99.61
60,90.16,94.49,90.55,99.21
70,89.76,92.91,90.55,100.0
80,88.19,93.7,91.34,99.61
90,87.8,92.91,90.16,98.43
100,91.73,94.88,93.31,99.21
110,89.37,94.49,88.98,100.0
120,90.16,94.49,91.34,98.82
130,89.76,94.09,91.34,99.61
140,92.91,95.67,94.49,99.21
150,94.09,94.88,91.34,99.21
