Epoch,Good_layer,Ditch,Crater,Waves
10,51.18,92.91,73.23,21.26
20,51.18,92.13,79.53,23.23
30,74.8,82.68,76.77,92.91
40,89.76,96.46,90.16,99.21
50,90.55,96.85,90.55,99.21
60,85.43,93.31,89.37,100.0
70,89.37,94.88,89.37,100.0
80,88.98,94.88,90.16,100.0
90,89.37,94.88,90.16,100.0
100,88.19,94.88,89.37,100.0
110,87.8,94.88,89.76,100.0
120,88.58,94.49,89.76,100.0
130,88.19,94.88,89.76,100.0
140,88.19,94.88,89.76,100.0
150,88.98,94.88,89.76,100.0
