Epoch,Good_layer,Ditch,Crater,Waves
10,89.37,92.91,89.37,98.82
20,89.37,90.55,88.58,99.21
30,89.37,93.7,92.52,99.21
40,92.52,94.49,91.34,98.82
50,91.34,92.91,91.34,99.61
60,92.52,95.67,92.91,99.21
70,91.73,94.09,92.52,100.0
80,92.13,95.67,92.13,99.61
90,90.55,94.09,92.91,98.82
100,90.94,94.88,91.34,99.21
110,90.16,94.88,89.76,100.0
120,90.94,93.31,90.55,100.0
130,88.98,94.49,89.37,98.82
140,92.91,96.85,93.31,99.61
150,91.34,95.28,88.98,100.0
