Epoch,Good_layer,Ditch,Crater,Waves
10,88.98,95.67,89.76,99.61
20,88.58,95.28,92.91,98.43
30,90.16,95.67,90.16,99.61
40,90.94,95.28,91.34,99.21
50,91.73,96.06,92.13,98.82
60,89.37,94.49,91.34,99.61
70,92.52,97.24,91.73,99.61
80,90.55,94.09,89.76,100.0
90,90.94,94.88,92.91,98.43
100,91.73,95.67,92.52,99.61
110,91.34,96.46,92.91,100.0
120,90.94,96.06,93.7,99.61
130,91.34,96.85,91.34,99.61
140,92.13,96.06,92.91,99.61
150,92.13,94.49,89.76,100.0
