Epoch,Good_layer,Ditch,Crater,Waves
10,89.37,84.65,92.13,98.03
20,89.37,94.09,92.91,100.0
30,90.55,94.49,93.7,99.21
40,91.73,95.28,93.7,100.0
50,87.8,95.67,92.13,99.21
60,90.94,91.34,94.09,99.61
70,92.13,95.67,90.94,100.0
80,92.52,94.88,94.09,99.21
90,91.73,94.09,92.13,100.0
100,90.16,94.49,90.16,98.43
110,89.76,94.09,92.91,100.0
120,92.52,94.49,91.73,99.61
130,92.13,94.88,92.13,99.61
140,91.73,93.7,94.49,99.21
150,91.34,92.52,91.73,99.61
