Epoch,Good_layer,Ditch,Crater,Waves
10,84.25,90.16,82.68,99.21
20,87.01,96.06,85.43,99.61
30,83.46,92.13,86.61,100.0
40,88.58,93.7,88.19,99.21
50,88.58,92.13,90.94,100.0
60,88.98,94.88,91.34,100.0
70,88.19,93.31,91.34,100.0
80,89.76,94.88,90.94,100.0
90,88.19,94.49,90.94,100.0
100,90.16,95.28,91.34,100.0
110,89.76,94.88,91.34,100.0
120,89.37,95.28,91.34,100.0
130,89.37,94.09,90.55,100.0
140,89.76,94.88,90.16,100.0
150,90.16,95.28,90.94,100.0
