Epoch,Good_layer,Ditch,Crater,Waves
10,81.5,53.94,74.41,97.24
20,86.61,94.49,90.94,99.21
30,89.76,93.31,89.76,100.0
40,90.16,94.88,90.55,99.61
50,90.55,95.28,90.94,99.61
60,87.4,93.31,90.94,98.82
70,90.16,94.09,89.76,100.0
80,89.37,94.49,90.94,100.0
90,89.37,96.06,92.52,98.43
100,89.76,92.91,90.16,100.0
110,91.73,95.67,91.73,99.61
120,89.37,94.09,89.76,99.21
130,89.76,94.09,90.16,99.61
140,87.4,94.09,90.16,99.61
150,89.37,94.88,90.16,100.0
