Epoch,Good_layer,Ditch,Crater,Waves
10,85.04,71.65,87.4,99.61
20,91.34,92.52,89.37,99.21
30,92.52,92.13,92.52,99.21
40,92.13,94.09,92.52,98.82
50,89.37,92.13,89.76,99.61
60,89.76,96.46,90.94,99.21
70,90.94,93.31,90.55,99.61
80,90.55,94.09,92.52,99.61
90,92.13,95.28,92.91,100.0
100,90.16,94.09,90.16,98.82
110,90.94,92.13,90.55,99.21
120,91.34,93.31,90.55,99.61
130,90.94,94.09,90.55,98.82
140,88.98,91.73,91.34,99.21
150,90.16,94.49,92.91,99.21
