Epoch,Training Loss,Training Accuracy,Validation Accuracy,Validation Loss
1,0.502913315135699,42.69662921348314,,
2,0.36027811630032003,58.34670947030498,,
3,0.2910663951665927,66.89406099518459,,
4,0.24383472656019223,73.7158908507223,,
5,0.2127000922575975,76.52487961476726,,
6,0.2020588893061265,78.00963081861958,,
7,0.19789459202916193,79.17335473515249,,
8,0.19299585897571,78.53130016051364,,
9,0.18052013187358776,80.0561797752809,,
10,0.18002692853602079,80.89887640449437,,
10,0.18002692853602079,80.89887640449437,62.20472440944882,0.2902027256786823
11,0.1559403908606141,82.90529695024077,,
12,0.1519309517282706,82.74478330658106,,
13,0.1562209277628706,83.94863563402889,,
14,0.14740038328827956,84.5505617977528,,
15,0.14127515031932256,84.63081861958266,,
16,0.13435782922001985,85.19261637239165,,
17,0.13975005749708566,84.8314606741573,,
18,0.12160315596235868,86.75762439807384,,
19,0.12660876040657362,86.23595505617978,,
20,0.11990327120591433,88.0016051364366,,
20,0.11990327120591433,88.0016051364366,79.92125984251969,0.15685499703977257
21,0.11346258287532972,87.76083467094703,,
22,0.11523346383220111,88.04173354735153,,
23,0.1112427520326888,88.7239165329053,,
24,0.11369248262296121,87.76083467094703,,
25,0.10615665353357027,88.64365971107544,,
26,0.09808594538854101,90.12841091492777,,
27,0.1044962112672436,89.7271268057785,,
28,0.09376393442448133,90.56982343499197,,
29,0.09353975129003327,90.36918138041734,,
30,0.09580128793962873,90.00802568218299,,
30,0.09580128793962873,90.00802568218299,85.03937007874016,0.1360731051536277
31,0.08803303250804162,90.20866773675762,,
32,0.08560607396066189,91.53290529695025,,
33,0.09188795618665142,91.45264847512038,,
34,0.0872412112254936,91.53290529695025,,
35,0.08832064887078908,91.37239165329053,,
36,0.08513523137961061,91.93418940609952,,
37,0.08251130336131422,91.45264847512038,,
38,0.07925292721782358,91.81380417335474,,
39,0.0776067155962571,91.69341894060994,,
40,0.07857815149980478,92.13483146067416,,
40,0.07857815149980478,92.13483146067416,85.8267716535433,0.14210291649214923
41,0.0699897992830628,93.45906902086676,,
42,0.06875064954734765,93.01765650080257,,
43,0.07637120851387198,92.89727126805778,,
44,0.07422969246713015,93.33868378812198,,
45,0.07202541992927973,92.69662921348315,,
46,0.07427199796224251,92.89727126805778,,
47,0.07458869892602357,92.89727126805778,,
48,0.06309296688638054,94.26163723916532,,
49,0.07234941892779599,92.29534510433388,,
50,0.07377450186042832,92.57624398073835,,
50,0.07377450186042832,92.57624398073835,80.70866141732283,0.1466508012963459
51,0.06849949211120987,93.69983948635634,,
52,0.06176141526502294,94.14125200642054,,
