Epoch,Good_layer,Ditch,Crater,Waves
10,86.22,95.28,85.43,99.21
20,86.61,93.31,87.4,99.21
30,87.01,92.13,90.94,99.21
40,90.94,95.28,88.58,100.0
50,89.76,94.49,89.37,100.0
60,90.94,94.09,90.55,100.0
70,88.58,94.49,91.34,100.0
80,90.55,96.06,91.34,99.61
90,90.16,96.06,89.76,100.0
100,87.01,94.88,85.83,100.0
110,89.76,95.28,87.8,100.0
120,88.98,93.7,89.76,99.61
130,89.37,95.67,88.19,100.0
140,88.98,95.28,88.19,100.0
150,91.73,95.28,91.34,98.82
