Epoch,Good_layer,Ditch,Crater,Waves
10,83.86,90.94,88.19,100.0
20,90.94,94.49,88.19,99.61
30,90.16,96.46,90.55,99.21
40,92.13,96.46,90.55,100.0
50,87.8,94.88,91.34,100.0
60,90.94,94.49,92.13,100.0
70,88.98,94.49,90.55,100.0
80,91.73,94.88,91.34,99.61
90,91.73,97.24,90.94,99.61
100,88.58,96.06,88.98,99.61
110,90.94,94.09,90.94,99.61
120,90.55,95.67,89.76,100.0
130,90.55,95.28,91.73,100.0
140,91.73,93.31,90.94,100.0
150,90.94,96.06,90.94,100.0
