Epoch,Good_layer,Ditch,Crater,Waves
10,51.18,92.13,63.78,8.27
20,87.01,94.09,87.8,98.03
30,82.28,94.49,87.01,95.28
40,89.76,93.7,90.94,99.61
50,80.71,94.49,80.31,100.0
60,89.76,93.31,91.73,100.0
70,88.19,92.91,88.58,100.0
80,88.98,94.09,90.94,100.0
90,89.37,93.31,91.34,100.0
100,89.37,93.31,89.37,100.0
110,88.98,94.49,90.16,100.0
120,89.37,94.49,90.55,100.0
130,89.76,94.49,89.76,100.0
140,89.37,93.31,90.94,100.0
150,89.37,92.91,90.16,100.0
