Epoch,Good_layer,Ditch,Crater,Waves
10,77.56,82.68,88.58,98.03
20,72.44,72.44,89.37,100.0
30,89.37,95.28,89.76,99.61
40,84.65,85.04,88.98,99.21
50,90.16,94.88,90.55,99.61
60,89.37,93.7,89.76,100.0
70,89.76,96.06,91.73,99.61
80,89.76,93.7,90.94,99.61
90,87.4,96.46,89.37,99.61
100,89.37,95.67,89.76,99.61
110,89.76,94.88,90.94,100.0
120,90.55,96.46,90.55,99.21
130,88.58,95.67,90.16,99.61
140,88.98,95.67,90.94,99.61
150,90.16,96.46,90.16,99.61
