Epoch,Good_layer,Ditch,Crater,Waves
10,87.01,91.73,90.94,98.03
20,89.76,93.7,89.37,99.21
30,90.16,96.06,88.98,98.82
40,93.31,92.13,91.34,100.0
50,89.37,94.09,90.16,100.0
60,88.19,94.49,87.8,99.21
70,90.55,94.09,88.98,100.0
80,90.94,96.06,90.55,100.0
90,89.76,94.49,90.16,99.61
100,91.73,95.28,89.76,100.0
110,90.55,95.28,88.98,100.0
120,91.34,96.06,89.37,100.0
130,91.73,96.06,90.16,100.0
140,90.16,97.24,90.16,99.21
150,91.34,93.31,89.37,100.0
