Epoch,Good_layer,Ditch,Crater,Waves
10,84.65,92.91,91.73,88.98
20,91.34,95.28,89.76,99.21
30,89.76,94.49,90.94,100.0
40,91.73,92.91,92.52,100.0
50,90.16,94.88,91.34,99.61
60,90.94,95.28,91.73,99.61
70,88.98,95.28,88.98,100.0
80,91.34,95.28,90.94,100.0
90,92.52,95.67,92.52,100.0
100,92.91,93.31,91.73,100.0
110,89.76,94.09,90.94,100.0
120,90.16,92.91,91.34,99.61
130,90.55,93.31,89.76,100.0
140,91.34,94.88,90.94,100.0
150,90.55,93.7,90.94,100.0
