Epoch,Good_layer,Ditch,Crater,Waves
10,85.04,92.52,85.83,96.46
20,92.13,95.67,92.52,99.61
30,84.65,84.25,90.55,97.64
40,88.98,94.09,90.94,100.0
50,90.55,93.7,90.94,100.0
60,88.98,94.49,89.37,100.0
70,90.16,95.67,90.94,100.0
80,89.37,94.09,89.37,100.0
90,87.8,93.31,89.37,100.0
100,89.76,96.06,90.55,99.61
110,90.16,94.09,90.55,99.61
120,89.76,95.67,90.16,100.0
130,88.19,94.88,90.94,100.0
140,87.4,95.28,89.37,100.0
150,88.98,94.88,89.76,100.0
